"ID","AUTHOR","FILENAME","DATEEXECUTED","ORDEREXECUTED","EXECTYPE","MD5SUM","DESCRIPTION","COMMENTS","TAG","LIQUIBASE","CONTEXTS","LABELS"
"1","flowable","org/flowable/cmmn/db/liquibase/flowable-cmmn-db-changelog.xml","2017-09-03T22:40:05.557","2","EXECUTED","7:28e5931d36abab0185c189c584a7c2d0","createTable tableName=ACT_CMMN_RE_DEPLOYMENT; createTable tableName=ACT_CMMN_RE_DEPLOYMENT_RESOURCE; addForeignKeyConstraint baseTableName=ACT_CMMN_RE_DEPLOYMENT_RESOURCE, constraintName=ACT_FK_CMMN_RSRC_DPL, referencedTableName=ACT_CMMN_RE_DEPLOYMENT;...",,"","3.5.3","()","","4471205537"
